Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,Delivery_Zone,Distance_km,Partner_Type,Fuel_Cost,Partner_Payout,Delivery_Time_min
Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,West,3.55,Cycle,0.0,15.65,17.8
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,False,5,North,0.68,Walker,0.0,6.36,5.8
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,False,165,North,1.87,Cycle,0.0,10.61,11.5
Cooking Essentials,Hershey's Caramel Syrup,23000,0,1,23000,623,False,623,South,2.33,Cycle,0.0,11.99,13.4
Cooking Essentials,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,False,1,South,5.13,Walker,0.0,15.26,46.5
Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,East,0.57,Cycle,0.0,6.71,3.8
Cooking Essentials,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,False,200,West,3.16,Cycle,0.0,14.48,21.6
Cooking Essentials,MTR 3 Min Poha,2500,0,6,2500,60,False,60,South,6.51,Cycle,0.0,24.53,36.0
Cooking Essentials,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,North,1.23,Cycle,0.0,8.69,7.3
Cooking Essentials,Everest Pav Bhaji Masala,7000,0,2,7000,100,False,100,West,3.86,Cycle,0.0,16.58,23.5
Cooking Essentials,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,False,680,West,5.61,Cycle,0.0,21.83,38.7
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,False,200,North,6.63,Cycle,0.0,24.89,46.4
Cooking Essentials,24 Mantra Red Chilly Whole,7000,7,1,6500,100,False,100,South,5.35,Cycle,0.0,21.05,29.3
Cooking Essentials,Dabur Honey - World's No.1,12000,0,6,12000,250,False,250,North,5.18,Cycle,0.0,20.54,33.4
Cooking Essentials,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,False,200,West,5.87,Rider,7.04,39.35,22.0
Cooking Essentials,24 Mantra Organic Wheat Daliya ,4800,2,2,4700,500,False,500,Central,3.4,Rider,4.08,27.0,10.3
Cooking Essentials,24 Mantra Organic Ragi Flour,6500,20,4,5200,500,False,500,Central,5.74,Cycle,0.0,22.22,28.8
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),3500,5,6,3300,25,False,25,East,0.55,Rider,0.66,12.75,2.2
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,21500,0,4,21500,1000,False,1,North,6.51,Walker,0.0,18.02,58.4
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,10200,7,4,9400,2000,False,2,North,3.38,Rider,4.06,26.9,10.3
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500,7,5,7900,500,False,500,East,4.1,Cycle,0.0,17.3,26.1
Cooking Essentials,Popular Essentials HMT Kolam Steam,7500,0,3,7500,1000,False,1,East,2.16,Cycle,0.0,11.48,12.1
Cooking Essentials,Popular Essentials Black Urad Split,8000,10,4,7200,500,False,500,East,5.33,Rider,6.4,36.65,22.0
Cooking Essentials,Keya Oregano,10900,10,5,9800,9,False,9,West,1.0,Cycle,0.0,8.0,5.6
Cooking Essentials,Popular Essentials Pink Rajma,10000,10,6,9000,500,False,500,North,6.17,Walker,0.0,17.34,51.4
Cooking Essentials,Everest Chicken Masala,7400,2,6,7200,100,False,100,West,5.88,Walker,0.0,16.76,51.8
Cooking Essentials,Popular Essentials HMT Kolam Steam,37000,10,6,33300,5000,False,5,East,1.9,Cycle,0.0,10.7,10.4
Cooking Essentials,Everest Shahi Paneer Masala,4200,4,5,4000,50,False,50,North,5.76,Walker,0.0,16.52,52.2
Cooking Essentials,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,West,5.61,Walker,0.0,16.22,47.1
Cooking Essentials,Flying Bird Vanilla Essence,3500,2,6,3400,20,False,20,West,4.61,Rider,5.53,33.05,18.5
Cooking Essentials,Everest Sabji Masala,3000,3,6,2900,50,False,50,East,2.93,Walker,0.0,10.86,24.4
Cooking Essentials,Popular Essentials Californian Almond,69500,32,6,47000,500,False,500,North,2.26,Rider,2.71,21.3,9.8
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,False,80,East,2.01,Cycle,0.0,11.03,13.1
Cooking Essentials,Everest Rajma Masala,3300,3,5,3200,50,False,50,North,2.57,Rider,3.08,22.85,8.3
Cooking Essentials,Popular Essentials White Til,4000,5,1,3800,100,False,100,Central,6.37,Cycle,0.0,24.11,37.8
Cooking Essentials,Amul Dark Compound Chocolate Slab,12500,2,6,12200,500,False,500,South,1.0,Cycle,0.0,8.0,5.1
Cooking Essentials,Mothers Recipe Papad Chana Masala,7900,10,6,7100,200,False,200,South,5.89,Cycle,0.0,22.67,36.5
Cooking Essentials,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,South,2.77,Cycle,0.0,13.31,15.3
Cooking Essentials,Amul Milk Compound Chocolate Slab,11000,2,6,10700,500,False,500,East,3.89,Cycle,0.0,16.67,23.6
Cooking Essentials,Eastern Chicken Masala,7000,7,3,6500,100,False,100,Central,5.66,Rider,6.79,38.3,22.8
Cooking Essentials,Popular Essentials Methi Seeds,2500,0,5,2500,100,False,100,North,6.25,Cycle,0.0,23.75,42.8
Cooking Essentials,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,False,46,West,2.74,Walker,0.0,10.48,24.9
Cooking Essentials,Cadbury Hot Chocolate,17500,5,6,16600,200,False,200,North,3.5,Walker,0.0,12.0,32.1
Cooking Essentials,Ching's Chicken Chilli Masala,1000,0,6,1000,20,False,20,West,3.19,Cycle,0.0,14.57,18.5
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200,6,6,5800,250,False,250,North,0.59,Walker,0.0,6.18,5.8
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,10000,10,6,9000,50,False,50,Central,2.42,Rider,2.9,22.1,11.0
Cooking Essentials,Popular Essentials Idli Rice,6000,10,4,5400,1000,False,1,West,3.48,Rider,4.18,27.4,12.4
Cooking Essentials,Everest Chole Masala,3300,3,1,3200,50,False,50,East,3.17,Cycle,0.0,14.51,21.2
Cooking Essentials,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,North,5.19,Cycle,0.0,20.57,30.4
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500,2,6,3400,48,False,48,North,3.0,Cycle,0.0,14.0,20.0
Cooking Essentials,Popular Essentials Cooking Soda,3000,10,6,2700,200,False,200,West,3.68,Walker,0.0,12.36,35.5
Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,25500,6,2,23900,1000,False,1,East,3.29,Walker,0.0,11.58,27.6
Cooking Essentials,Everest Pani Puri Masala,3100,3,6,3000,50,False,50,East,5.31,Rider,6.37,36.55,23.4
Cooking Essentials,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,False,70,Central,6.11,Walker,0.0,17.22,52.4
Cooking Essentials,Ching's Veg Manchurian Masala,1000,0,2,1000,20,False,20,East,3.96,Rider,4.75,29.8,14.2
Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,22000,50,6,11000,200,False,200,East,5.63,Walker,0.0,16.26,48.4
Cooking Essentials,Everest Garam Masala,15800,10,6,14200,200,False,200,East,2.43,Rider,2.92,22.15,10.8
Cooking Essentials,24 Mantra Organic Jowar Flour,7000,7,6,6500,500,False,500,South,4.02,Cycle,0.0,17.06,21.9
Cooking Essentials,Maggi Coconut Milkpowder,10000,0,6,10000,100,False,100,Central,2.74,Walker,0.0,10.48,21.9
Cooking Essentials,On1y Pepper Grinder,15900,9,1,14400,50,False,50,North,3.19,Rider,3.83,25.95,14.1
Cooking Essentials,Popular Essentials Rice Flour,6000,0,3,6000,1000,False,1,West,5.26,Walker,0.0,15.52,43.9
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,False,65,North,6.23,Cycle,0.0,23.69,32.5
Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,9500,0,6,9500,1000,False,1,Central,1.29,Rider,1.55,16.45,4.5
Cooking Essentials,Happilo Premium Afghani Anjeer,36500,29,2,25600,200,False,200,West,4.63,Walker,0.0,14.26,40.6
Cooking Essentials,Popular Essentials Chiroti Sooji,3500,2,6,3400,500,False,500,Central,4.28,Walker,0.0,13.56,38.3
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,33000,10,5,29400,1000,False,1,East,1.27,Cycle,0.0,8.81,6.5
Cooking Essentials,Popular Essentials Red Rajma,9000,10,6,8100,500,False,500,West,1.88,Cycle,0.0,10.64,13.0
Cooking Essentials,Cornitos Peanut - Premium Salted ,12000,10,6,10800,150,False,150,East,2.52,Rider,3.02,22.6,11.2
Cooking Essentials,Popular Essentials Black Pepper,10000,10,5,9000,100,False,100,North,1.59,Walker,0.0,8.18,13.7
Cooking Essentials,24 Mantra Organic Tur Dal - Split,13000,7,6,12000,500,False,500,North,2.08,Walker,0.0,9.16,18.0
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,6500,6,3,6100,110,False,100,West,2.24,Cycle,0.0,11.72,13.2
Cooking Essentials,Ching's Secret Paneer Chilli Masala,1000,0,2,1000,20,False,20,West,2.68,Cycle,0.0,13.04,16.8
Cooking Essentials,Dabur Honey ,22000,7,3,20400,500,False,500,Central,5.37,Rider,6.44,36.85,17.7
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,False,65,Central,4.22,Walker,0.0,13.44,35.4
Cooking Essentials,Everest Tea Masala,5500,9,2,5000,50,False,50,East,6.91,Walker,0.0,18.82,67.2
Cooking Essentials,Ching's Paneer Chilli Masala,4400,0,4,4400,60,False,60,West,3.2,Rider,3.84,26.0,11.2
Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,False,405,North,5.4,Rider,6.48,37.0,20.3
Cooking Essentials,Everest Meat Masala Powder,7400,9,3,6700,100,False,100,Central,6.16,Cycle,0.0,23.48,41.5
Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,29500,16,6,24500,5000,False,5,Central,4.91,Cycle,0.0,19.73,31.1
Cooking Essentials,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,False,200,North,3.18,Rider,3.82,25.9,11.7
Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,False,200,Central,5.4,Rider,6.48,37.0,23.6
Cooking Essentials,Popular Essentials Cloves (Lavang),7500,17,6,6200,50,False,50,East,1.82,Walker,0.0,8.64,14.6
Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,False,280,West,2.63,Rider,3.16,23.15,11.8
Cooking Essentials,Suhana Paneer Tikka Masala Mix,4000,5,6,3800,50,False,50,North,4.05,Rider,4.86,30.25,16.1
Cooking Essentials,24 Mantra Turmeric Powder,3500,2,6,3400,100,False,100,West,4.24,Walker,0.0,13.48,40.8
Cooking Essentials,24 Mantra Super Grain Quinoa,19000,0,4,19000,500,False,500,Central,0.64,Rider,0.77,13.2,3.1
Cooking Essentials,Everest Powder - Egg Curry Masala,4000,2,6,3900,50,False,50,Central,6.64,Cycle,0.0,24.92,45.5
Cooking Essentials,Popular Essentials Pe Shah Jeera ,6000,15,6,5100,50,False,50,North,5.03,Cycle,0.0,20.09,34.3
Cooking Essentials,24 Mantra Organic Sattu Atta,9500,0,6,9500,500,False,500,East,3.72,Walker,0.0,12.44,33.6
Cooking Essentials,Smith & Jones Pasta Masala,4600,0,6,4600,54,False,54,South,6.57,Rider,7.88,42.85,24.4
Cooking Essentials,Weikfield Vanilla Custard Powder,14200,9,3,12800,500,False,500,North,3.35,Cycle,0.0,15.05,19.9
Cooking Essentials,Sugarfree Natura Low Calorie Sweetner ,30000,10,3,27000,42,False,42,South,6.87,Cycle,0.0,25.61,43.8
Cooking Essentials,Pillsbury Vanilla Custard Powder,3700,2,6,3600,100,False,100,South,3.83,Cycle,0.0,16.49,25.9
Cooking Essentials,24 Mantra Organic Rajma,14500,0,6,14500,500,False,500,East,1.24,Cycle,0.0,8.72,6.7
Cooking Essentials,Popular Essentials Broken Wheat/Daliya,3500,2,6,3400,500,False,500,South,5.47,Rider,6.56,37.35,26.5
Cooking Essentials,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,False,250,South,4.91,Rider,5.89,34.55,22.7
Cooking Essentials,Smith & Jones Peri Peri Masala,9900,0,6,9900,75,False,75,East,5.52,Rider,6.62,37.6,27.4
Cooking Essentials,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,False,500,South,6.68,Rider,8.02,43.4,31.8
Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),8500,9,5,7700,500,False,500,South,5.55,Cycle,0.0,21.65,30.9
Cooking Essentials,Weikfield Baking Powder,2200,0,6,2200,50,False,50,South,4.47,Walker,0.0,13.94,36.7
Cooking Essentials,Popular Essentials Bajra Whole,6500,13,6,5600,1000,False,1,North,6.07,Walker,0.0,17.14,49.9
Cooking Essentials,Weikfield Veg Jelly Crystals - Strawberry,4500,2,6,4400,90,False,90,North,4.88,Cycle,0.0,19.64,27.2
Cooking Essentials,Weikfield Veg Jelly Crystals - Raspberry,4500,2,6,4400,90,False,90,North,3.15,Cycle,0.0,14.45,19.6
Cooking Essentials,Popular Essentials Masoor Dal Split (Un-Polished),7000,10,4,6300,500,False,500,East,6.26,Walker,0.0,17.52,60.2
Cooking Essentials,Popular Essentials Ajwain Whole,5000,12,2,4400,100,False,100,Central,1.94,Walker,0.0,8.88,19.0
Cooking Essentials,Popular Essentials Pista Salted (With Shell),47000,21,5,37100,250,False,250,South,5.15,Cycle,0.0,20.45,32.2
Cooking Essentials,The Bake Shop Bread Crumbs,5000,6,3,4700,400,False,400,South,6.23,Cycle,0.0,23.69,31.2
Cooking Essentials,Popular Essentials Horse Gram,4000,10,4,3600,500,False,500,East,5.25,Rider,6.3,36.25,17.7
Cooking Essentials,Hershey's Chocolate Syrup,9500,0,4,9500,200,False,200,South,5.03,Rider,6.04,35.15,16.1
Cooking Essentials,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,False,250,North,5.39,Walker,0.0,15.78,47.0
Cooking Essentials,Everest Kasuri Methi,2500,0,6,2500,25,False,25,Central,3.52,Cycle,0.0,15.56,21.1
Cooking Essentials,Satyam Makhana,20800,0,6,20800,100,False,100,West,6.18,Walker,0.0,17.36,50.0
Cooking Essentials,Everest Tandoori Chicken Masala,3900,2,5,3800,50,False,50,South,1.82,Rider,2.18,19.1,6.7
Cooking Essentials,Weikfield Falooda Mix - Kesar Pista,4900,2,3,4800,200,False,200,North,1.33,Rider,1.6,16.65,4.5
Cooking Essentials,Weikfield Cocoa Powder,7000,7,6,6500,50,False,50,West,2.36,Walker,0.0,9.72,21.9
Cooking Essentials,Pantai Coconut Cream,15000,4,4,14300,400,False,400,Central,3.96,Rider,4.75,29.8,15.6
Cooking Essentials,Popular Essentials Coriander Seeds,1500,0,5,1500,50,False,50,West,3.82,Cycle,0.0,16.46,22.9
Cooking Essentials,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,False,240,North,5.83,Walker,0.0,16.66,51.6
Cooking Essentials,Eastern Fish Masala,4800,2,5,4700,100,False,100,West,3.13,Cycle,0.0,14.39,21.6
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,27500,0,6,27500,5000,False,5,East,3.65,Cycle,0.0,15.95,19.8
Cooking Essentials,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",21500,9,4,19400,1000,False,1,West,0.59,Rider,0.71,12.95,2.4
Cooking Essentials,Everest Dry Ginger Powder,7500,9,4,6800,100,False,100,South,3.16,Cycle,0.0,14.48,20.5
Cooking Essentials,Pillsbury Cooker Cake Mix - Choco,10000,11,6,8900,159,False,159,South,4.71,Walker,0.0,14.42,42.9
Cooking Essentials,Hersheys Chocolate Almond Syrup,20000,0,2,20000,450,False,450,East,0.6,Cycle,0.0,6.8,4.1
Cooking Essentials,Satyam Nighties Spices  Chilli Pandi,5600,7,5,5200,100,False,100,North,2.33,Cycle,0.0,11.99,13.4
Cooking Essentials,Popular Essentials Popular Essential Pista Salted (With Shell),19000,10,6,17100,100,False,100,South,1.85,Cycle,0.0,10.55,11.0
Cooking Essentials,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,False,360,Central,0.77,Cycle,0.0,7.31,4.0
Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,35000,10,5,31200,5000,False,5,South,3.62,Cycle,0.0,15.86,22.5
Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed) ,35000,10,6,31200,1000,False,1,South,1.68,Rider,2.02,18.4,6.0
Cooking Essentials,24 Mantra Organic Black Pepper,17000,7,6,15700,100,False,100,North,5.33,Walker,0.0,15.66,44.3
Cooking Essentials,Popular Essentials Green Moong Whole,9000,16,3,7500,500,False,500,West,6.01,Rider,7.21,40.05,24.6
Cooking Essentials,24 Mantra Organic Masoor Dal - Split,9500,7,6,8800,500,False,500,South,4.05,Walker,0.0,13.1,36.7
Cooking Essentials,Praakritik Organic Natural Rock Salt,6000,6,3,5600,500,False,500,East,6.88,Walker,0.0,18.76,56.1
Cooking Essentials,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,39000,11,5,34700,1000,False,1,West,3.43,Walker,0.0,11.86,32.2
Cooking Essentials,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,False,240,Central,3.84,Walker,0.0,12.68,35.5
Cooking Essentials,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,False,500,North,6.93,Walker,0.0,18.86,58.1
Cooking Essentials,Dabur 100% Pure Honey - Worlds No.1,43000,10,6,38700,1000,False,1,Central,2.01,Cycle,0.0,11.03,11.9
Cooking Essentials,Popular Essentials Star Anise,7000,10,5,6300,25,False,25,West,6.63,Rider,7.96,43.15,29.4
Cooking Essentials,Ching's Secret Chicken 65 Masala - Chicken,1000,0,5,1000,20,False,20,West,0.78,Rider,0.94,13.9,3.2
Cooking Essentials,Cadbury Cocoa Powder,22300,5,6,21100,150,False,150,West,3.4,Cycle,0.0,15.2,19.7
Cooking Essentials,Praakritik Natural Desi Gir Cow A2 Ghee,145000,10,6,130500,540,False,540,Central,0.96,Walker,0.0,6.92,8.3
Cooking Essentials,Praakritik Organic Poha,12000,6,5,11200,500,False,500,West,5.24,Rider,6.29,36.2,22.1
Cooking Essentials,Praakritik Organic Natural Wild Forest Honey,16000,6,4,15000,200,False,200,Central,4.45,Cycle,0.0,18.35,30.6
Cooking Essentials,Popular Essentials Dry Dates (Kharak),14000,15,6,11800,250,False,250,West,5.09,Cycle,0.0,20.27,32.3
Cooking Essentials,Popular Essentials Kashmiri Red Rajma,9500,6,4,8900,500,False,500,East,2.93,Rider,3.52,24.65,9.2
Cooking Essentials,Dabur Hommade - Garlic Paste,5000,6,6,4700,200,False,200,West,2.9,Rider,3.48,24.5,11.4
Cooking Essentials,Dabur 100% Pure Honey,33000,10,1,29700,400,False,400,Central,0.79,Walker,0.0,6.58,7.7
Cooking Essentials,Ching's Schezwan Fried Rice(Miracle Masala),4400,0,5,4400,60,False,60,South,2.77,Walker,0.0,10.54,22.7
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",3500,2,1,3400,40,False,40,West,6.54,Rider,7.85,42.7,32.6
Cooking Essentials,Everest Tandoori Chicken Masala,7400,9,3,6700,100,False,100,South,2.96,Walker,0.0,10.92,29.3
Cooking Essentials,Popular Essentials Red Poha,4500,4,6,4300,500,False,500,East,5.9,Cycle,0.0,22.7,30.4
Cooking Essentials,Everest Kitchen King Masala,14200,9,6,12800,200,False,200,North,5.98,Walker,0.0,16.96,59.0
Cooking Essentials,Pillsbury Oven Cake Mix - Rich Chocolate,16500,10,5,14700,285,False,285,East,2.93,Walker,0.0,10.86,25.6
Cooking Essentials,Eastern Super Garam Masala,7400,6,2,6900,200,False,200,West,4.61,Cycle,0.0,18.83,30.8
Cooking Essentials,Maggi Magic Cubes Extra Chicken,4000,2,6,3900,48,False,48,South,1.12,Walker,0.0,7.24,9.9
Cooking Essentials,Satyam Nighties Spices  Chilli Kashmiri,10200,6,6,9500,100,False,100,South,1.17,Cycle,0.0,8.51,6.9
Cooking Essentials,Eastern Cumin Powder,4900,2,6,4800,100,False,100,Central,0.82,Walker,0.0,6.64,7.6
Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),9000,10,6,8100,500,False,500,South,4.28,Rider,5.14,31.4,19.5
Cooking Essentials,24 Mantra Organic Chana Dal,9500,6,5,8900,500,False,500,Central,3.27,Walker,0.0,11.54,26.4
Cooking Essentials,Delight Nuts Cashew Roasted & Salted,42500,20,6,34000,200,False,200,North,4.06,Rider,4.87,30.3,17.0
Cooking Essentials,Popular Essentials Mace/Javitri,9000,10,3,8100,20,False,20,West,3.89,Rider,4.67,29.45,13.1
Cooking Essentials,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,False,1,Central,2.78,Rider,3.34,23.9,10.3
Cooking Essentials,Mother's Recipe Paste Ginger & Garlic,7600,10,4,6800,300,False,300,North,4.9,Rider,5.88,34.5,18.1
Cooking Essentials,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,41000,10,6,36900,1000,False,1,South,5.43,Rider,6.52,37.15,21.4
Cooking Essentials,Satyam Pulses Masur Dal,8700,6,6,8100,500,False,500,South,0.6,Cycle,0.0,6.8,3.4
Cooking Essentials,Delight Nuts Pista Roasted & Salted,42500,20,6,34000,200,False,200,North,1.85,Cycle,0.0,10.55,9.6
Cooking Essentials,"Top Ramen Noodles, Atta",8000,0,1,8000,280,False,280,South,5.14,Cycle,0.0,20.42,27.2
Cooking Essentials,Hershey's Cocoa Powder,9500,0,5,9500,70,False,70,North,3.01,Rider,3.61,25.05,9.2
Cooking Essentials,Praakritik Organic Singhara Atta,24000,6,4,22500,500,False,500,Central,4.81,Walker,0.0,14.62,43.0
Cooking Essentials,Gits Veg Biryani Ready to Eat,11000,10,6,9900,265,False,265,Central,2.76,Cycle,0.0,13.28,19.1
Cooking Essentials,Delight Nuts Cranberries Sliced ,29900,20,6,23900,200,False,200,North,3.04,Walker,0.0,11.08,25.0
Cooking Essentials,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,False,500,Central,1.53,Walker,0.0,8.06,15.1
Cooking Essentials,Ceres Foods Laal Maas Instant Liquid Masala,22000,50,5,11000,200,False,200,Central,2.18,Rider,2.62,20.9,9.7
Cooking Essentials,Popular Essentials Sattu Atta,9000,12,3,7900,500,False,500,Central,4.44,Rider,5.33,32.2,19.0
Cooking Essentials,Popular Essentials Mustard Seeds Rai Yellow,2500,0,5,2500,100,False,100,East,3.32,Rider,3.98,26.6,14.2
Cooking Essentials,Praakritik Organic Extra Virgin Coconut Oil,15000,10,5,13400,100,False,100,West,5.53,Cycle,0.0,21.59,36.8
Cooking Essentials,Praakritik Organic Garlic Powder,11000,1,5,10800,100,False,100,South,6.04,Rider,7.25,40.2,19.4
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner ,12500,5,6,11800,100,False,100,East,4.02,Cycle,0.0,17.06,24.2
Cooking Essentials,Aashirvaad Breakfast Instant Mix - Rice Idli,7500,30,6,5200,200,False,200,Central,5.43,Cycle,0.0,21.29,34.7
Cooking Essentials,Kitchens Of India Mutter Paneer,13000,4,6,12400,285,False,285,North,2.49,Cycle,0.0,12.47,15.4
Cooking Essentials,Ching's Secret Veg Manchurian Masala,4400,0,6,4400,60,False,60,Central,3.2,Cycle,0.0,14.6,21.3
Cooking Essentials,Popular Essentials Jowa Flour,5000,2,5,4900,500,False,500,West,5.13,Rider,6.16,35.65,16.1
Cooking Essentials,Everest Shahi Biryani Masala,24500,0,6,24500,200,False,200,Central,3.01,Cycle,0.0,14.03,19.2
Cooking Essentials,Popular Essentials Black Til,5000,6,4,4700,100,False,100,North,4.33,Rider,5.2,31.65,17.6
Cooking Essentials,Popular Essentials Pancharatna Dal,8000,10,6,7200,500,False,500,West,1.7,Rider,2.04,18.5,6.4
Cooking Essentials,Saffola 100% Pure Honey,47500,8,2,43700,1000,False,750,Central,4.4,Cycle,0.0,18.2,25.0
Cooking Essentials,Popular Essentials Tamarind,15000,14,6,12800,500,False,500,West,6.1,Rider,7.32,40.5,25.9
Cooking Essentials,Gits Rice Dosa Instant Breakfast Mix,6000,5,5,5700,200,False,200,South,6.15,Walker,0.0,17.3,60.2
Cooking Essentials,Popular Essentials Poppy Seeds (Gasagase),28000,7,6,26000,100,False,100,South,5.21,Rider,6.25,36.05,20.8
